	epoch	loss_train	loss_test	accuracy_train	accuracy_test
0	0.0	0.08512925743261973	0.0792085850200714	0.36468333333333336	0.5295
1	1.0	0.07256493786374728	0.0657667120139058	0.6050833333333333	0.6584
2	2.0	0.060130676277478534	0.05448744366296564	0.6894333333333333	0.7227
3	3.0	0.05095144056876501	0.04677572702994933	0.7370166666666667	0.7665
4	4.0	0.04469843621154626	0.041338641857044	0.7689166666666667	0.7962
5	5.0	0.04008660486439864	0.037148914603403395	0.799	0.8241
6	6.0	0.03651579273591439	0.03396382740142342	0.8230833333333333	0.8386
7	7.0	0.033780722470084824	0.03153550253211024	0.8366666666666667	0.8479
8	8.0	0.03165903695573409	0.02964212094246151	0.8447166666666667	0.8551
9	9.0	0.029978742953638237	0.02813070088315505	0.8509666666666666	0.8623
10	10.0	0.02861860591173172	0.02689699026140066	0.8550666666666666	0.8675
11	11.0	0.027494858565926553	0.025869889040522207	0.8579833333333333	0.8708
12	12.0	0.026549414831399918	0.02500009577953444	0.8610666666666666	0.8748
13	13.0	0.02574134668658177	0.02425265757027811	0.8635833333333334	0.8756
14	14.0	0.025041231110443672	0.02360222700048988	0.8662833333333333	0.8773
15	15.0	0.024427480473617712	0.023030025915751536	0.86865	0.8789
16	16.0	0.02388393627156814	0.022521862736382424	0.8703333333333333	0.88
17	17.0	0.023398285448551177	0.022066825905594584	0.8721166666666667	0.8807
18	18.0	0.022960983115683	0.02165638950070182	0.8734666666666666	0.8824
19	19.0	0.022564522172883152	0.0212837949866792	0.8747	0.884
