	epoch	loss_train	loss_test	accuracy_train	accuracy_test
0	0.0	0.03051783671785817	0.01853186003103371	0.8321833333333334	0.8921
1	1.0	0.017842282376409474	0.015747972926900042	0.8932666666666667	0.9043
2	2.0	0.015947809517339335	0.014587671054179376	0.9024333333333333	0.9098
3	3.0	0.014973344952546482	0.013913642978545452	0.90795	0.9133
4	4.0	0.014346626541138281	0.013461501138882915	0.9108	0.9147
5	5.0	0.0138970398353214	0.013132425565611283	0.9134	0.9163
6	6.0	0.013552278601295601	0.012879785540719911	0.91505	0.9175
7	7.0	0.013275676762982158	0.012678302904488464	0.9166166666666666	0.9192
8	8.0	0.013046414273477814	0.012512940993606836	0.9181166666666667	0.9194
9	9.0	0.012851688594069065	0.012374154815501684	0.9195833333333333	0.9202
10	10.0	0.012683136208040869	0.012255573049836582	0.92065	0.9213
11	11.0	0.012535034126977937	0.012152761444561769	0.9213833333333333	0.9222
12	12.0	0.012403305100460053	0.012062534622525118	0.9220833333333334	0.9223
13	13.0	0.012284952459849383	0.011982542112018326	0.9229	0.923
14	14.0	0.012177718625192955	0.011911008958459845	0.9234833333333333	0.9236
15	15.0	0.012079857729773855	0.011846564444246635	0.92415	0.9247
16	16.0	0.011989996292787887	0.011788138575370949	0.9247166666666666	0.9249
17	17.0	0.011907036835735253	0.011734873590184781	0.9251833333333334	0.9257
18	18.0	0.011830084274928779	0.011686078597996169	0.9257833333333333	0.9266
19	19.0	0.011758406475399665	0.01164118357732695	0.9261	0.927
