	epoch	loss_train	loss_test	accuracy_train	accuracy_test
0	0.0	0.01676480745654553	0.015845413944987466	0.8991833333333333	0.9054
1	1.0	0.01670645257681608	0.01579170244539115	0.8994333333333333	0.9055
2	2.0	0.016649533114954828	0.01573935398492016	0.8996666666666666	0.9054
3	3.0	0.01659398822039366	0.015688311870614535	0.8999	0.9054
4	4.0	0.01653976356368512	0.01563852398802107	0.90015	0.9054
5	5.0	0.016486806713541347	0.015589941127304607	0.9005166666666666	0.9056
6	6.0	0.01643506722698609	0.015542512715306168	0.90075	0.9057
7	7.0	0.016384497907571495	0.015496195620892885	0.9011166666666667	0.9059
8	8.0	0.016335054731865722	0.015450946855940484	0.9012833333333333	0.906
9	9.0	0.016286695812580486	0.015406726241169778	0.9016	0.9062
10	10.0	0.016239381176357467	0.015363494941656784	0.90175	0.9065
11	11.0	0.01619307278431952	0.015321217411861252	0.9020166666666667	0.907
12	12.0	0.01614773444707195	0.015279857344894161	0.9022333333333333	0.9071
13	13.0	0.016103331838858623	0.01523938278902691	0.9023333333333333	0.9071
14	14.0	0.01605983297129472	0.015199764416152879	0.90255	0.9072
15	15.0	0.016017206598259507	0.015160971216280192	0.9026333333333333	0.9072
16	16.0	0.01597542349236707	0.015122974523995518	0.9028	0.9074
17	17.0	0.015934455654025077	0.01508574898400457	0.9028833333333334	0.9079
18	18.0	0.01589427611498783	0.015049268093596871	0.9031	0.9081
19	19.0	0.015854859494852522	0.01501350788107237	0.9032166666666667	0.9083
